,ID,Cugdc,RunfileC,pcC,CN_Crun,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15Nav,normd15N28thoct,normd15N,,d15Nsd,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN
133,RYE3008B,576.8577125,181219,70.34850152,39.12105456,-25.23950914,0.069234669,50.40747755,NA,2.558755206,3.154973454,3.15,3.15,0,0.261868322,rye,8,B,300,14,1251.59,478.18,charred,61.79419778,32.0754606
132,RYE3008A,541.2304014,181219,66.81856807,39.67605991,-25.60638329,0.070049643,52.31829062,NA,2.399921588,3.28322367,3.28,3.28,0,0.260829675,rye,8,A,300,14,1251.59,478.18,charred,61.79419778,32.48230962
134,RYE3008C,575.7339709,181219,69.36553866,34.26941754,-25.25959927,0.069278438,63.55629452,NA,3.04097103,3.42760469,3.43,3.43,0,0.259682343,rye,8,C,300,14,1251.59,478.18,charred,61.79419778,26.61204628
74,OAT3008B,554.2948253,181219,67.59692991,19.85627984,-27.45669418,0.074631044,115.7790587,NA,4.864666332,3.816201701,3.82,3.82,0,0.25671219,oat,8,B,300,14,1543.28,702.77,charred,54.46257322,16.21140681
75,OAT3008C,570.3912204,181219,67.90371671,20.57601765,-26.55818472,0.072312413,118.4994697,NA,4.647038027,4.358520187,4.36,4.36,0,0.252863575,oat,8,C,300,14,1543.28,702.77,charred,54.46257322,17.04763386
73,OAT3008A,557.7889537,181219,65.62222985,21.26660406,-27.17232781,0.073879073,141.3641105,NA,5.314440244,4.492302244,4.49,4.49,0,0.251968904,oat,8,A,300,14,1543.28,702.77,charred,54.46257322,14.405895
184,SPT3008B,544.9146947,181219,72.65529263,23.63065148,-27.08649672,0.073655345,104.3208101,NA,4.091012161,5.920214707,5.92,5.92,0,0.243843676,spelt,8,B,300,14,2674.97,1121.49,charred,58.07467,20.71969105
183,SPT3008A,476.9699537,181219,61.14999406,25.17001063,-26.73262471,0.072749226,92.30083133,NA,3.87818619,6.080164585,6.08,6.08,0,0.243102223,spelt,8,A,300,14,2674.97,1121.49,charred,58.07467,18.39562523
185,SPT3008C,524.4784882,181219,67.24083182,22.27770808,-27.70146405,0.075291235,125.4911767,NA,5.039806293,6.608441742,6.61,6.61,0,0.240905353,spelt,8,C,300,14,2674.97,1121.49,charred,58.07467,15.56560561
8,BAR30024B,552.8814803,181219,65.04488004,28.84340797,-26.30982967,0.071702045,75.50790971,NA,3.172601248,1.127614585,1.13,1.13,0,0.280552162,Barley,24,B,300,15,2433.51,905.46,charred,62.79201647,23.91907695
7,BAR30024A,535.6669034,181219,71.42225379,32.36468326,-26.366087,0.071839103,63.98862535,NA,2.688597704,1.250569285,1.25,1.25,0,0.27930575,Barley,24,A,300,15,2433.51,905.46,charred,62.79201647,30.99235064
9,BAR30024C,505.2710136,181219,66.48302811,25.10534441,-26.21690629,0.071477218,75.87090067,NA,3.284454574,1.247082375,1.25,1.25,0,0.279340909,Barley,24,C,300,15,2433.51,905.46,charred,62.79201647,23.61534649
20,FT30024B,563.0733533,181219,69.5152288,32.88945257,-26.61025779,0.072442116,83.18966033,NA,3.249596107,2.24459422,2.24,2.24,0,0.269749246,Free-T wheat,24,B,300,15,2695.86,947.61,charred,64.8494358,24.95728626
19,FT30024A,484.7511818,181219,60.59389773,30.83004873,-26.65137047,0.072544936,80.10643469,NA,3.624725552,2.373190876,2.37,2.37,0,0.268583563,Free-T wheat,24,A,300,15,2695.86,947.61,charred,64.8494358,19.50296089
21,FT30024C,546.9854668,181219,65.90186347,33.32717391,-26.71045281,0.07269334,85.75166012,NA,3.603010929,2.520332412,2.52,2.52,0,0.267270505,Free-T wheat,24,C,300,15,2695.86,947.61,charred,64.8494358,21.3392379
127,RYE30024B,571.4185083,181219,71.42731354,31.53480532,-25.25123952,0.069260213,80.79695968,NA,3.786514208,2.744948874,2.65,2.65,-0.09,0.422289955,rye,24,B,300,15,1278.56,408.5,charred,68.04999374,18.02012439
128,RYE30024C,541.6553926,181219,67.61696821,33.56968946,-25.10624532,0.068946918,101.7083955,NA,4.826937206,3.30947326,3.30947326,3.30947326,0,0.260620281,rye,24,C,300,15,1278.56,408.5,charred,68.04999374,16.3429644
68,OAT30024B,582.9171008,181219,68.57848245,21.04391251,-27.0918358,0.073669217,112.8649553,NA,4.374610671,3.837607186,3.84,3.84,0,0.256553659,oat,24,B,300,15,1461.56,609.78,charred,58.27882536,18.28922287
126,RYE30024A,578.4782027,181219,72.30977534,33.38892427,-25.489629,0.06978671,76.85722242,NA,3.570600512,4.618193212,4.41,4.41,-0.21,0.408250498,rye,24,A,300,15,1278.56,408.5,charred,68.04999374,20.14059734
69,OAT30024C,518.8489131,181219,65.1402899,21.32994488,-27.62780925,0.075091447,106.8508901,NA,4.558705861,4.915319734,4.8,4.8,-0.12,0.249295189,oat,24,C,300,15,1461.56,609.78,charred,58.27882536,16.67074104
67,OAT30024A,434.9196478,181219,54.36495598,19.54991688,-27.0213508,0.073486554,110.4194629,NA,4.347222949,5.122610057,5.12,5.12,0,0.248055323,oat,24,A,300,15,1461.56,609.78,charred,58.27882536,14.5899538
178,SPT30024B,500.7885797,181219,65.89323417,20.02361434,-26.99489435,0.073418259,137.8642635,NA,5.51457054,5.668838628,5.67,5.67,0,0.24507935,spelt,24,B,300,15,2608.59,938.12,charred,64.03727684,13.94042189
177,SPT30024A,503.8346376,181219,59.980314,21.80513905,-26.55416231,0.072302419,145.7835011,NA,5.522102314,5.985988081,5.99,5.99,0,0.243534537,spelt,24,A,300,15,2608.59,938.12,charred,64.03727684,12.67217248
179,SPT30024C,525.0892246,181219,65.60832587,17.63284931,-26.88176694,0.073128294,139.7648473,NA,5.635679325,6.10124238,6.1,6.1,0,0.243010483,spelt,24,C,300,15,2608.59,938.12,charred,64.03727684,13.58186696
2,BAR0B,384.6219724,190259.5,35.94597873,33.75447803,-26.24121092,0.164944051,68.61271982,NA,1.418667559,0.727701811,0.38,0.69,-0.35,0.467561149,Barley,0,B,0,16,NA,NA,fresh,NA,24.33912246
5,BAR0E,437.4949806,190402,39.41396222,33.70988728,-26.5505717,0.064194332,63.21638423,NA,1.580409606,0.914490923,0.91,0.91,0,0.434663416,Barley,0,E,0,16,NA,NA,fresh,NA,NA
4,BAR0D,448.6465441,190402,40.41860758,36.45390459,-26.52731443,0.064121197,68.3770965,NA,1.564693284,1.091286143,1.09,1.09,0,0.431326537,Barley,0,D,0,16,NA,NA,fresh,NA,NA
1,BAR0A,417.4195214,190355,38.25139118,34.13301917,-26.35446794,0.068816365,60.80381048,NA,1.493797947,1.275028557,1.32,1.32,0.05,0.407461269,Barley,0,A,0,16,NA,NA,fresh,NA,28.45550329
6,BAR0F,389.9048136,190402,35.12655978,37.01808752,-26.59748446,0.064342011,61.43643118,NA,1.528269432,1.356181352,1.36,1.36,0,0.426405465,Barley,0,F,0,16,NA,NA,fresh,NA,NA
16,FT0A,324.3889718,190308,30.89418779,45.15516728,-27.09037208,0.075089975,70.12052704,NA,1.388525288,1.518685966,1.52,1.52,0,0.407833602,Free-T wheat,0,A,0,16,NA,NA,fresh,NA,32.867902
3,BAR0C,340.3335944,190355,32.50523212,40.13455557,-26.51541812,0.069137641,63.77524527,NA,1.546468354,1.902542473,1.37,1.84,-0.53,0.397821854,Barley,0,C,0,16,NA,NA,fresh,NA,20.79006037
18,FT0C,480.8531869,190308,43.71392608,46.69039116,-27.05987935,0.075039592,68.21760425,NA,1.367086258,2.038977809,2.04,2.04,0,0.406125652,Free-T wheat,0,C,0,16,NA,NA,fresh,NA,46.34384682
30,OAT0C,437.6873637,190117,42.49391881,23.71433648,-27.4359613,0.282513431,88.23910374,NA,2.167298251,3.352656114,2.62,2.62,-0.73,0.569091793,oat,0,C,0,16,910.4,910.4,fresh,0,23.68978016
17,FT0B,432.4113973,190117,39.31012703,39.11339164,-26.81619976,0.273621034,51.90412151,NA,1.299445826,3.251663527,2.85,2.85,-0.4,0.490757325,Free-T wheat,0,B,0,16,NA,NA,fresh,NA,34.62797516
28,OAT0A,405.4982414,190117,40.95941832,23.5946766,-27.3416745,0.281153848,92.6984783,NA,2.29558419,3.40798623,2.96,2.96,-0.44,0.57075424,oat,0,A,0,16,910.4,910.4,fresh,0,21.84225951
89,RYE0C,348.0724857,190259.5,33.45971965,40.70963469,-24.89035155,0.153170373,60.14044797,NA,1.463241122,2.885838106,3.35,3.35,0.47,0.487260561,rye,0,C,0,16,1627.4,1627.4,fresh,0,30.48714852
29,OAT0B,379.861081,190117,38.7613348,24.33533245,-27.94141109,0.289840818,88.37887125,NA,2.162129906,3.499484105,3.43,3.43,-0.07,0.572851566,oat,0,B,0,16,910.4,910.4,fresh,0,22.18933274
87,RYE0A,413.1912981,190259.5,40.70540803,39.63287371,-25.61662021,0.159106867,57.25671104,NA,1.417245323,3.734427714,3.73,3.73,0,0.386997767,rye,0,A,0,16,1627.4,1627.4,fresh,0,46.31099615
88,RYE0B,369.7126686,190259.5,37.69578645,47.24067745,-25.82604767,0.160929011,51.53908766,NA,1.221305395,4.082014977,4.08,4.08,0,0.382050955,rye,0,B,0,16,1627.4,1627.4,fresh,0,39.5156128
138,SPT0A,425.121326,190117,43.37972714,25.66742105,-26.97032288,0.275822445,79.58932464,NA,1.960251613,5.984953487,6.59,5.38,0.6,0.55338916,spelt,0,A,0,16,1627.4,1627.4,fresh,0,25.71598139
139,SPT0B,390.8718715,190117,39.48200722,24.95073849,-27.67850743,0.286021507,77.210408,NA,1.943235651,5.88875062,6.02,6.02,0.13,0.558096712,spelt,0,B,0,16,1627.4,1627.4,fresh,0,24.92075742
140,SPT0C,467.143914,190117,45.35377806,24.87242174,-26.96712263,0.275776665,84.50050339,NA,2.093380169,5.362446319,5.08,5.08,-0.28,0.554810542,spelt,0,C,0,16,1627.4,1627.4,fresh,0,25.08673917
266,HBA0-0B,415.3485891,131204,40.72044991,,-28.76925819,0.068588132,68.08964123,131128,1.340347268,0.202230198,0.2,0.2,0,0.17847782,HBA,0,B,0,A0,1.95,1.95,fresh,0,35.44394254
265,HBA0-0A,432.7369094,131204,40.44270181,,-28.31504727,0.069597313,78.97414147,131128,1.446412847,0.524891888,0.52,0.52,0,0.177801072,HBA,0,A,0,A0,1.95,1.95,fresh,0,32.62080546
267,HBA0-0C,433.627457,131204,40.52593056,,-28.2278407,0.069816929,64.0710351,131128,1.278862976,0.707672654,0.71,0.71,0,0.177428446,HBA,0,C,0,A0,1.95,1.95,fresh,0,36.97053805
245,C9HBA230-24B,436.7680591,131120,63.29971871,,-28.31026175,0.075232441,77.69797797,131121,2.514497669,0.739612642,0.74,0.74,0,0.297658501,HBA,24,B,230,A1,2.06,1.06,charred,48.54368932,29.36955271
244,C9HBA230-24A,422.8008438,131130,62.17659468,,-28.45842832,0.058981415,67.8866764,131128,2.398822488,0.790747564,0.79,0.79,0,0.177261669,HBA,24,A,230,A1,2.06,1.06,charred,48.54368932,30.23956997
246,C9HBA230-24C,419.9001331,131130,63.62123229,,-28.79844813,0.059685096,70.81780117,131128,2.484835129,1.043791014,1.04,1.04,0,0.176763684,HBA,24,C,230,A1,2.06,1.06,charred,48.54368932,29.87110499
268,HBH0-0A,440.6256527,131130,40.05687752,,-26.28239388,0.055065336,83.69987964,131128,1.541434248,0.16978484,0.17,0.17,0,0.178547202,HBH,0,A,0,H0,2.53,2.53,fresh,0,30.31788339
269,HBH0-0B,437.2067145,131204,38.35146618,,-26.71787454,0.074838697,71.6149463,131128,1.302089933,0.670510993,0.67,0.67,0,0.177503573,HBH,0,B,0,H0,2.53,2.53,fresh,0,34.36273954
270,HBH0-0C,453.924728,131120,40.52899357,,-26.84264006,0.072355317,73.06308704,131121,1.363117296,0.689419134,0.69,0.69,0,0.29780726,HBH,0,C,0,H0,2.53,2.53,fresh,0,34.6880096
239,C8HBH215-4B,293.8007504,131120,47.38721781,,-26.91415656,0.072489435,56.06837747,131121,1.96731149,0.462525452,0.46,0.46,0,0.298492126,HBH,4,B,215,H1,2.49,1.86,charred,25.30120482,28.10184748
238,C8HBH215-4A,314.8321343,131130,50.7793765,,-26.05318914,0.054717343,56.78762835,131128,1.886632171,0.683878487,0.68,0.68,0,0.177476511,HBH,4,A,215,H1,2.49,1.86,charred,25.30120482,31.40124865
240,C8HBH215-4C,354.2609515,131130,50.60870736,,-26.53013991,0.055456108,57.59349339,131128,1.805438664,1.077267166,1.08,1.08,0,0.176698937,HBH,4,C,215,H1,2.49,1.86,charred,25.30120482,32.7031281
16,C11HBH260-4A,391.6923349,131130,62.17338649,,-26.20156543,0.054941119,78.41499013,131128,2.605149174,0.420052995,0.42,0.42,0,0.178018315,HBH,4,A,260,H10,2.48,1.26,charred,49.19354839,27.8431724
17,C11HBH260-4B,430.1926321,131130,66.18348186,,-26.28104116,0.055063244,74.18734474,131128,2.593963103,0.754946357,0.75,0.75,0,0.177333343,HBH,4,B,260,H10,2.48,1.26,charred,49.19354839,29.76683134
18,C11HBH260-4C,399.4015214,131130,60.51538203,,-26.81740081,0.055927821,71.83169113,131128,2.370682876,1.500444325,1.5,1.5,0,0.175903478,HBH,4,C,260,H10,2.48,1.26,charred,49.19354839,29.78098832
21,C11HBH260-8C,417.4111386,131130,67.32437719,,-26.03858133,0.054695612,73.87297291,131206,2.446124931,0.200800156,0.2,0.2,0,0.881883367,HBH,8,C,260,H11,2.52,1.22,charred,51.58730159,32.11001439
19,C11HBH260-8A,437.3070098,131130,66.25863785,,-26.39489721,0.055240923,67.8029941,131206,2.267658666,0.207039298,0.21,0.21,0,0.88198626,HBH,8,A,260,H11,2.52,1.22,charred,51.58730159,34.08879181
20,C11HBH260-8B,410.2196863,131130,64.09682598,,-26.55732825,0.055499904,82.0664845,131128,2.69070441,1.074367658,1.07,1.07,0,0.176704535,HBH,8,B,260,H11,2.52,1.22,charred,51.58730159,27.79184144
13,C11HBH260-24A,437.7124507,131130,66.32006829,,-26.44895258,0.055326395,64.7331484,131206,2.239901329,-0.059222289,-0.06,-0.06,0,0.877849781,HBH,24,A,260,H12,2.5,1.08,charred,56.8,34.54322385
14,C11HBH260-24B,401.9084265,131130,64.82393976,,-26.16658571,0.054887867,93.40521487,131128,2.984192168,0.482867949,0.48,0.48,0,0.177887845,HBH,24,B,260,H12,2.5,1.08,charred,56.8,25.3428484
15,C11HBH260-24C,413.6002591,131130,61.73138196,,-26.33396817,0.055145442,88.64054041,131128,3.077796542,1.509581444,1.51,1.51,0,0.175886776,HBH,24,C,260,H12,2.5,1.08,charred,56.8,23.39983967
243,C8HBH215-8C,357.5959933,131130,55.87437395,,-26.28022252,0.055061978,63.69496536,131128,2.227096691,0.051500291,0.05,0.05,0,0.178802189,HBH,8,C,215,H2,2.62,1.72,charred,34.35114504,29.26984261
241,C8HBH215-8A,373.5914039,131130,54.93991234,,-26.58769781,0.055549037,56.3146488,131128,1.935211299,0.421721825,0.42,0.42,0,0.178014837,HBH,8,A,215,H2,2.62,1.72,charred,34.35114504,33.12122269
242,C8HBH215-8B,358.6204336,131120,53.52543785,,-26.01954179,0.070859321,70.02171662,131121,2.38981968,0.652983205,0.65,0.65,0,0.29791587,HBH,8,B,215,H2,2.62,1.72,charred,34.35114504,26.13014893
236,C8HBH215-24B,373.9198868,131130,57.52613643,,-26.50128306,0.05540982,80.03544897,131128,2.573487105,-0.064726963,-0.06,-0.06,0,0.179055862,HBH,24,B,215,H3,2.53,1.42,charred,43.87351779,26.0789439
237,C8HBH215-24C,380.7769376,131120,60.44078375,,-26.11709175,0.07103195,105.069808,131121,3.304082013,0.34119989,0.34,0.34,0,0.298866652,HBH,24,C,215,H3,2.53,1.42,charred,43.87351779,21.34155491
235,C8HBH215-24A,426.6600306,131120,60.95143294,,-26.38483588,0.071512292,79.24667161,131121,2.476458488,0.414570175,0.41,0.41,0,0.298639471,HBH,24,A,215,H3,2.53,1.42,charred,43.87351779,28.71439414
250,C9HBH230-4A,370.3601894,131120,57.86877959,,-26.33305471,0.071418655,63.27825491,131121,2.047839965,0.505172511,0.51,0.51,0,0.298361849,HBH,4,A,230,H4,2.56,1.54,charred,39.84375,32.96818958
252,C9HBH230-4C,412.2103729,131130,58.88719613,,-26.70247396,0.055736729,68.40741116,131128,2.400260041,1.315338209,1.32,1.32,0,0.176246164,HBH,4,C,230,H4,2.56,1.54,charred,39.84375,28.62261907
251,C9HBH230-4B,393.6034681,131130,59.63688911,,-25.59692915,0.054064342,83.16760452,131128,2.691508237,1.418624067,1.42,1.42,0,0.176053939,HBH,4,B,230,H4,2.56,1.54,charred,39.84375,25.85032796
255,C9HBH230-8C,423.7634305,131130,61.41498993,,-26.07740189,0.054753482,65.28104939,131128,2.220443857,0.638868462,0.64,0.64,0,0.177567797,HBH,8,C,230,H5,2.56,1.4,charred,45.3125,32.2686932
253,C9HBH230-8A,413.5353223,131130,68.92255372,,-26.50181901,0.055410678,82.32593112,131128,2.647136049,0.848410865,0.85,0.85,0,0.177146861,HBH,8,A,230,H5,2.56,1.4,charred,45.3125,30.37609119
254,C9HBH230-8B,387.0279399,131130,64.50465665,,-26.27217121,0.055049537,66.24672295,131128,2.193600098,1.312692,1.31,1.31,0,0.176251122,HBH,8,B,230,H5,2.56,1.4,charred,45.3125,34.30681501
248,C9HBH230-24B,377.7317015,131130,61.92322975,,-26.36828794,0.055199112,85.20879151,131128,2.812171337,0.60741008,0.61,0.61,0,0.17763188,HBH,24,B,230,H6,2.57,1.22,charred,52.52918288,25.68967513
247,C9HBH230-24A,420.3056388,131130,61.80965276,,-26.53415871,0.05546257,83.02233108,131128,2.730997733,1.547377306,1.55,1.55,0,0.175817899,HBH,24,A,230,H6,2.57,1.22,charred,52.52918288,26.40473139
249,C9HBH230-24C,403.8516514,131130,59.38994874,,-26.28612418,0.055071108,82.12461768,131128,2.851549225,1.635797045,1.64,1.64,0,0.175658113,HBH,24,C,230,H6,2.57,1.22,charred,52.52918288,24.29846657
7,C10HBH245-4A,356.6836166,131204,59.44726943,,-26.45308489,0.075937255,78.38549243,131121,2.52043384,0.618547597,0.62,0.62,0,0.298019,HBH,4,A,245,H7,2.58,1.46,charred,43.41085271,27.51714668
9,C10HBH245-4C,413.3199129,131130,60.78234013,,-26.70470946,0.055740416,78.21562627,131128,2.59852579,0.745573184,0.75,0.75,0,0.177352158,HBH,4,C,245,H7,2.58,1.46,charred,43.41085271,27.28960029
8,C10HBH245-4B,407.9547377,131120,61.81132389,,-26.45731145,0.071643943,76.76156387,131121,2.567276384,1.593145288,1.59,1.59,0,0.295282947,HBH,4,B,245,H7,2.58,1.46,charred,43.41085271,28.08938362
11,C10HBH245-8B,411.1990305,131120,61.37298963,,-26.75941684,0.072200061,73.75384999,131121,2.534496563,0.480251084,0.48,0.48,0,0.298437891,HBH,8,B,245,H8,2.5,1.35,charred,46,28.25090484
12,C10HBH245-8C,397.5154979,131120,62.11179655,,-26.48498785,0.071694398,77.94645418,131121,2.598215139,0.754481277,0.75,0.75,0,0.297614627,HBH,8,C,245,H8,2.5,1.35,charred,46,27.88982388
10,C10HBH245-8A,374.9259239,131130,62.48765398,,-26.60562225,0.05557814,74.90844654,131128,2.637621357,0.924866476,0.92,0.92,0,0.176995844,HBH,8,A,245,H8,2.5,1.35,charred,46,27.63939668
6,C10HBH245-24C,381.0650463,131130,62.46967972,,-26.4164749,0.055274956,91.18968017,131128,2.989825579,0.418416646,0.42,0.42,0,0.178021726,HBH,24,C,245,H9,2.49,1.19,charred,52.20883534,24.37643638
4,C10HBH245-24A,405.6487365,131130,62.40749792,,-26.42329666,0.055285739,76.91560028,131128,2.581060412,0.686938906,0.69,0.69,0,0.177470322,HBH,24,A,245,H9,2.49,1.19,charred,52.20883534,28.20885061
5,C10HBH245-24B,433.8266605,131130,62.87342906,,-26.50762835,0.055419981,78.60591034,131206,2.655605079,1.161685397,1.16,1.16,0,0.901021706,HBH,24,B,245,H9,2.49,1.19,charred,52.20883534,27.62170267
137,RYEXX3,392.7096257,190308,37.40091673,47.03432003,-25.96340278,0.073556242,53.63041561,NA,1.334089941,3.155706994,3.16,3.16,0,0.340610058,RyeX,0,C,0,NA,NA,NA,fresh,NA,32.70724224
188,WHXX3,286.6675152,190308,28.53682939,33.00680293,-25.02155507,0.072810045,89.45702728,NA,2.29376993,3.254760339,3.25,3.25,0,0.339558109,Wheat,0,C,0,NA,NA,NA,fresh,NA,14.51451917
136,RYEXX2,305.8413878,190308,29.98444978,49.85070781,-25.61614788,0.073223192,48.97125484,NA,1.239778604,3.332572655,3.33,3.33,0,0.338738432,RyeX,0,B,0,NA,NA,NA,fresh,NA,28.21621375
79,RC2018RYE24524A,393.7791295,190308,62.50462373,33.62911849,-25.60483189,0.07321347,45.13306449,NA,2.223303669,3.36579837,3.37,3.37,0,0.392488562,rye,24,A,245,NA,NA,NA,charred,NA,NA
80,RC2018RYE24524B,403.9360616,190308,65.15097768,33.85889591,-25.50083525,0.073127482,NA,NA,NA,NA,3.81,3.81,#VALUE!,NA,rye,24,B,245,NA,NA,NA,charred,NA,NA
86,RCSPARERYE24524C,406.4447914,190308,57.24574527,14.68536337,-25.65776175,0.073259561,56.39405925,NA,2.635236414,3.842234765,3.84,3.84,0,0.39498585,rye,24,C,245,9,1261.9,554.28,charred,56.07575878,25.34372342
187,WHXX2,387.8658992,190308,38.02606855,32.92637872,-25.2511851,0.072945909,77.16153949,NA,1.886590208,4.017960064,4.02,4.02,0,0.331779793,Wheat,0,B,0,NA,NA,NA,fresh,NA,23.51530632
135,RYEXX1,365.2847284,190308,32.90853409,43.63637581,-25.2807351,0.072965565,51.33753009,NA,1.286654889,4.545417681,4.55,4.55,0,0.326756762,RyeX,0,A,0,NA,NA,NA,fresh,NA,29.83961751
85,RCSPARERYE24524B,392.5792154,190308,63.31922829,11.48588925,-25.49496423,0.073122809,65.31408463,NA,3.080853049,4.567550644,4.57,4.57,0,0.38540673,rye,24,B,245,9,1261.9,554.28,charred,56.07575878,23.97791516
84,RCSPARERYE24524A,457.9882744,190308,68.35645887,10.08761068,-25.12486514,0.072867464,58.05162252,NA,2.764362977,4.705266819,4.71,4.71,0,0.383676807,rye,24,A,245,9,1261.9,554.28,charred,56.07575878,28.84903418
186,WHXX1,430.2887014,190308,43.90701035,33.47550702,-25.05751085,0.07282934,76.61225341,NA,1.882364949,4.899863457,4.9,4.9,0,0.323551202,Wheat,0,A,0,NA,NA,NA,fresh,NA,27.21302553
76,RC2017RYE24524A,421.6908169,190308,68.01464789,20.36576867,-26.90635973,0.0747933,NA,NA,NA,NA,NA,NA,#VALUE!,NA,rye,24,A,245,NA,NA,NA,charred,NA,44.86954762
77,RC2017RYE24524B,365.2700782,190308,56.19539665,20.77683362,-27.51340851,0.075838301,NA,NA,NA,NA,0,NA,#VALUE!,NA,rye,24,B,245,NA,NA,NA,charred,NA,35.15139928
78,RC2017RYE24524C,388.5637809,190308,61.67679062,23.84514013,-26.94620696,0.074856042,NA,NA,NA,NA,0,NA,#VALUE!,NA,rye,24,C,245,NA,NA,NA,charred,NA,41.63940597
81,RC2018RYE24524C,445.5614493,190308,68.98942389,33.03140928,-26.0779021,0.073681823,NA,NA,NA,NA,3.48,#N/A,#VALUE!,NA,rye,24,C,245,NA,NA,NA,charred,NA,NA
279,PBA0-0C,454.5351435,131130,40.58349496,,-28.86258003,0.059820365,72.29782194,131128,1.374483307,0.865466952,0.87,0.87,0,0.177113052,PBA,0,C,0,P0,1.9,1.9,fresh,0,34.44742511
277,PBA0-0A,416.1494854,131120,40.40286266,,-28.44978611,0.075519078,68.46087379,131121,1.2917146,0.9009127,0.9,0.9,0,0.297187224,PBA,0,A,0,P0,1.9,1.9,fresh,0,36.49155402
278,PBA0-0B,428.4917295,131130,40.80873614,,-28.2641932,0.058589847,64.35792992,131128,1.256990819,1.204225147,1.2,1.2,0,0.176455804,PBA,0,B,0,P0,1.9,1.9,fresh,0,37.87632452
256,C9PBA230-24A,424.9741675,131120,62.4962011,,-28.49220556,0.075606656,84.7472931,131121,2.665009217,0.74981557,0.75,0.75,0,0.297628385,PBA,24,A,230,P1,1.9,0.92,charred,51.57894737,27.35909285
258,C9PBA230-24C,383.5795029,131130,62.88188572,,-28.37882931,0.058820019,83.56598333,131128,2.704400755,1.085367207,1.09,1.09,0,0.176683311,PBA,24,C,230,P1,1.9,0.92,charred,51.57894737,27.12697069
257,C9PBA230-24B,434.0514796,131130,62.90601154,,-28.60901795,0.059290238,74.84839419,131128,2.368620069,1.287375603,1.29,1.29,0,0.176298644,PBA,24,B,230,P1,1.9,0.92,charred,51.57894737,30.98443171
82,RC2018RYE24525B,NA,NA,NA,NA,NA,NA,51.53282175,NA,2.419381303,3.814839486,#N/A,#N/A,#N/A,0.385833124,rye,24,B,245,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83,RC2018RYE24526C,NA,NA,NA,NA,NA,NA,46.47880962,NA,2.177589061,3.63251605,#N/A,#N/A,#N/A,0.388513113,rye,24,C,245,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
